date,age,distance,stores,latitude,longitude,price
2017,30,1,5,87,129,13380
2004,22,6,7,86,126,13742
2014,36,6,3,88,129,14935
2011,3,9,3,83,127,14404
2011,14,5,2,86,127,13898
2010,29,7,9,81,129,14812
2008,5,7,1,82,121,13493
2000,9,2,3,84,122,13155
2013,8,0,10,90,130,12828
2016,8,3,5,88,129,12556
2018,2,1,1,85,120,12229
2010,21,1,0,85,122,12551
2001,13,10,4,86,127,14978
2013,20,0,6,83,125,13369
2018,30,0,6,87,130,14122
2009,22,4,5,80,123,13579
2007,12,9,9,84,127,14482
2006,18,2,9,85,129,13430
2013,20,5,1,86,126,13409
2002,36,1,1,87,130,13867
2007,6,0,0,81,128,12430
2017,21,4,7,90,129,13615
2012,4,10,5,88,127,14652
2013,10,4,4,86,121,13598
2010,16,6,9,81,126,14393
2018,33,7,3,82,127,15496
2017,32,7,8,81,120,15740
2013,16,6,0,82,121,13432
2004,10,8,0,82,121,13551
2007,28,10,5,86,125,14924
2014,29,8,5,82,126,14710
2015,4,6,4,83,121,12813
2013,25,7,0,86,130,14246
2012,34,9,4,86,123,15401
2001,25,5,10,89,123,14112
2018,10,4,0,83,121,13408
2014,5,2,5,84,130,12612
2018,14,10,0,88,127,14540
2001,19,0,9,85,124,13532
2017,20,3,5,81,124,13680
2015,13,5,4,90,126,13357
2000,11,10,4,89,130,14039
2017,22,10,0,86,127,15209
2001,33,6,2,81,122,14485
2017,33,6,1,81,128,15305
2007,9,3,7,85,122,12844
2006,13,8,2,85,122,14182
2004,3,2,4,90,130,12868
2008,12,0,2,87,122,12369
2010,4,5,10,82,120,14000
2005,26,4,6,83,123,14014
2004,8,6,10,89,128,13499
2004,37,0,3,80,125,14056
2016,24,10,10,82,128,14936
2008,14,0,0,89,128,12149
2018,3,5,5,84,124,12537
2000,9,2,4,86,123,12213
2018,30,1,9,80,129,13424
2003,10,3,2,81,122,12465
2004,28,9,7,88,124,15424
2009,22,3,4,83,129,14000
2018,30,5,9,90,126,14659
2007,0,3,3,81,120,12748
2009,2,3,2,80,121,13001
2012,14,5,6,83,128,13968
2012,24,4,7,83,128,13361
2005,5,10,3,82,124,13489
2000,10,1,4,90,124,12954
2002,29,7,2,89,126,14320
2014,33,5,7,84,128,15142
2015,36,2,3,85,125,13819
2016,14,8,0,82,120,14151
2011,4,10,1,80,127,13525
2018,17,6,9,82,125,13476
2016,1,3,0,82,124,12185
2003,19,2,10,80,126,13857
2000,23,9,3,85,122,14455
2017,9,5,6,83,120,13239
2015,10,2,9,88,122,12957
2002,14,5,1,88,130,13326
2016,37,8,5,81,123,16000
2018,16,9,5,83,121,15113
2002,38,1,10,83,124,14321
2009,10,8,0,83,127,13866
2018,10,8,6,83,123,14441
2017,24,7,2,90,122,14778
2000,4,7,5,86,121,13772
2002,6,5,9,88,124,12884
2007,19,5,0,88,130,13556
2000,37,10,7,86,130,16520
2007,9,3,6,81,128,13312
2008,37,1,7,85,123,14491
2018,35,7,0,84,125,15769
2015,17,6,5,83,121,14126
2005,7,9,1,81,122,14096
2008,30,8,2,83,121,15340
2015,16,0,3,84,124,13012
2012,35,3,7,84,120,14843
2007,12,4,6,82,122,12725
2002,37,7,1,81,122,15887
2018,33,7,4,81,129,14796
2004,33,4,8,85,128,14938
2012,16,9,4,81,124,14283
2016,18,0,10,80,120,13177
2008,26,4,4,90,126,13980
2014,25,2,7,86,130,13682
2006,8,2,4,90,122,12474
2000,14,4,10,86,121,14001
2006,17,9,2,89,121,14102
2011,37,0,3,85,122,14225
2007,3,5,0,85,128,12386
2000,10,2,2,85,120,12632
2004,8,9,2,84,129,14480
2004,16,10,0,82,123,14136
2003,12,2,6,80,130,12706
2000,31,2,9,90,122,14509
2001,21,9,4,83,129,14289
2000,36,1,7,87,126,14639
2001,7,4,2,83,130,12360
2016,9,6,3,83,120,13799
2016,22,9,9,89,120,14781
2001,13,10,10,83,127,15263
2009,31,10,0,89,124,15176
2001,18,7,0,86,128,13370
2005,36,6,5,80,123,14539
2014,38,8,1,83,126,16161
2017,13,10,7,82,121,14651
2012,6,2,0,87,122,12351
2005,17,2,10,88,125,12785
2002,36,9,1,82,130,16152
2009,24,0,8,87,121,13569
2003,12,6,9,83,125,13423
2001,23,5,5,83,122,13820
2007,32,9,3,86,121,15777
2004,34,5,9,86,130,15550
2018,0,10,2,80,123,14256
2016,16,9,2,87,126,14875
2004,17,9,5,87,128,14271
2000,6,9,1,90,121,14332
2015,11,1,0,84,120,11682
2004,27,4,8,88,126,14725
2006,2,3,2,81,123,12372
2016,18,7,6,83,130,14119
2018,19,5,10,86,121,14681
2015,2,5,5,81,120,13092
2001,18,10,9,86,121,14936
2002,7,5,5,85,129,12728
2003,27,7,2,82,125,13884
2005,36,2,5,86,126,14636
2004,20,1,3,80,129,12626
2009,29,6,2,80,123,14710
2010,37,5,1,84,124,14395
2010,29,3,8,84,125,14545
2003,13,4,0,84,126,13111
2004,22,8,5,84,129,14455
2004,24,2,3,90,130,13889
2003,14,10,5,88,120,14676
2009,24,8,4,88,124,14550
2000,2,8,9,88,128,14440
2011,21,2,5,90,130,12827
2002,6,7,5,83,127,14234
2004,17,9,7,90,126,14248
2010,4,5,7,87,129,13547
2014,19,7,4,81,129,14174
2017,1,7,8,89,123,13712
2007,19,1,2,80,122,12621
2009,34,0,4,84,123,13243
2008,17,4,7,83,125,13415
2004,2,2,10,80,129,13089
2001,26,4,3,80,123,13199
2004,9,6,1,90,123,13691
2002,37,8,2,85,127,15192
2007,7,10,8,89,124,14852
2004,18,0,8,86,129,13223
2018,26,1,4,85,125,13511
2013,26,7,0,90,129,13951
2006,2,6,8,90,123,13596
2011,1,3,4,87,129,13043
2001,16,5,1,82,130,13639
2007,34,1,1,86,129,14335
2004,11,5,6,81,127,13531
2013,11,5,7,84,130,13154
2005,18,10,4,84,126,14597
2013,29,9,4,88,123,15641
2010,32,0,3,83,120,12882
2008,3,7,9,87,129,13910
2001,1,10,1,84,130,14577
2004,7,4,4,84,125,12578
2011,30,5,6,85,121,15178
2018,22,7,0,88,125,14058
2007,23,0,7,81,120,13660
2003,4,9,0,84,120,13575
2005,38,3,3,89,122,14539
2016,2,3,4,88,127,12327
2002,27,6,4,87,125,14547
2015,9,5,10,82,127,14219
2000,25,2,4,83,128,13688
2017,22,3,6,88,130,14045
2015,4,9,2,84,125,13637
2007,37,10,8,90,123,16964
2010,25,9,7,89,129,15148
2006,10,10,0,83,123,13635
2010,10,3,10,84,127,12691
2018,22,2,1,83,124,13032
2009,38,1,4,89,129,14870
2000,12,7,5,87,120,14169
2004,14,2,6,87,130,13086
2015,28,2,0,84,123,13249
2016,34,1,2,86,120,13624
2015,24,3,3,90,125,13239
2002,8,3,9,88,130,13196
2018,19,2,3,80,125,13702
2017,30,7,9,90,123,14810
2004,27,8,9,82,123,14569
2010,16,8,3,89,126,13932
2000,1,1,0,85,124,12594
2016,25,5,7,90,130,14963
2008,11,0,5,85,127,11866
2018,16,4,2,85,121,13026
2001,0,4,5,84,129,13090
2013,28,4,1,88,127,14121
2002,25,5,8,85,121,14112
2011,4,9,4,89,130,14022
2014,30,6,4,80,123,14912
2005,12,1,10,87,125,12468
2000,14,0,1,90,130,12427
2014,8,7,6,84,122,13377
2000,16,7,2,83,129,13981
2004,17,4,9,89,126,14160
2003,22,8,9,85,125,14129
2002,22,7,0,87,129,13743
2005,10,1,0,85,121,11856
2012,6,9,0,85,120,13429
2015,33,9,4,86,129,15112
2007,27,2,0,83,126,13651
2007,14,7,1,83,121,13448
2007,38,6,1,86,123,15571
2005,38,9,0,82,124,15637
2003,35,0,3,81,124,13240
2001,12,8,10,83,120,14115
2007,5,7,10,85,122,13706
2000,18,3,9,83,125,13951
2012,16,7,5,80,124,13518
2011,4,5,5,84,121,12763
2016,3,5,5,89,123,13303
2000,1,4,3,81,123,12200
2007,8,1,3,86,128,12744
2014,25,1,9,85,128,13437
2011,36,5,2,80,128,14866
2015,20,9,6,86,120,14869
2002,33,3,8,88,127,13974
2005,38,2,2,86,120,14384
2009,4,10,4,83,126,14178
2002,20,9,7,87,130,14915
2004,15,4,1,80,130,12882
2001,13,0,9,88,130,12777
2007,23,7,7,82,123,14879
2007,20,3,6,85,120,13426
2001,4,0,9,86,123,12035
2008,8,3,0,83,122,12832
2001,7,3,10,86,121,12896
2001,21,5,6,86,129,14052
2010,26,7,8,90,124,15190
2015,38,2,8,83,123,15240
2017,18,0,3,86,126,12644
2004,3,2,5,80,121,13070
2008,1,0,6,83,124,11589
2005,27,0,5,86,128,12758
2004,20,9,1,80,129,14710
2017,35,6,1,82,121,14561
2000,21,1,8,85,130,13828
2009,11,4,4,89,120,13374
2011,12,8,1,86,126,13764
2009,32,1,3,88,124,13755
2008,0,0,3,81,128,12063
2011,27,4,4,82,129,14547
2005,18,10,4,89,124,14107
2006,19,5,9,81,129,13960
2018,31,5,5,89,129,14928
2011,22,6,3,80,126,13799
2016,27,3,9,89,124,14370
2011,33,8,8,85,123,15793
2018,29,0,5,80,127,14069
2008,26,4,1,90,127,13962
2008,6,2,10,84,126,13468
2018,14,9,9,80,121,14068
2018,36,2,4,89,128,14803
2011,3,5,10,87,121,13633
2002,20,7,6,89,130,14065
2000,36,5,1,86,128,14413
2007,26,5,7,82,130,14443
2003,23,3,6,80,125,13214
2018,36,5,7,90,120,14652
2002,38,6,7,85,127,15989
2006,6,4,4,82,128,13320
2000,6,8,5,85,127,13315
2002,34,10,8,87,124,16536
2015,4,2,0,87,124,12825
2005,8,9,8,89,123,14525
2006,12,2,3,80,122,12274
2009,5,2,0,85,122,12171
2017,17,4,1,84,120,13011
2001,29,1,8,90,127,14385
2009,25,1,8,90,128,13009
2006,15,0,6,90,121,12704
2015,23,6,7,88,122,14100
2006,30,1,6,84,130,13618
2001,36,3,5,86,123,15056
2016,38,3,6,81,128,14990
2003,38,0,1,89,129,13985
2013,8,5,9,82,120,13581
2003,2,0,8,88,126,12351
2016,12,5,7,89,129,13103
2007,26,4,8,82,122,13609
2004,24,8,8,83,127,15095
2005,31,3,0,84,128,13537
2005,16,4,10,83,129,14025
2003,12,0,2,80,128,12721
2016,11,4,3,80,126,13348
2011,17,7,1,88,127,14051
2002,33,6,9,82,130,15268
2011,35,0,5,90,127,13568
2000,21,8,8,84,128,15149
2004,22,10,10,84,125,14867
2010,22,2,5,87,120,13190
2011,31,5,4,80,123,15017
2011,0,10,4,87,120,13709
2008,33,8,0,81,121,15347
2006,20,9,0,84,120,14262
2010,28,2,9,90,126,13847
2013,4,7,4,90,127,13210
2012,20,5,3,82,125,13604
2014,17,0,8,86,122,12173
2015,7,6,2,80,125,13941
2007,19,7,4,88,123,14141
2006,2,1,10,81,127,13142
2000,2,4,0,87,120,12336
2015,9,7,6,85,127,14332
2000,28,9,0,83,130,15567
2005,30,7,10,89,126,14686
2017,31,8,8,81,128,15415
2004,20,9,0,89,121,15039
2014,2,0,0,88,129,12023
2007,24,9,7,88,120,14633
2006,37,6,9,87,121,15867
2016,12,10,10,84,126,15295
2011,22,7,8,88,125,14045
2017,15,3,3,89,120,13459
2009,4,3,8,90,130,13323
2013,0,2,8,82,123,12341
2006,14,0,1,86,129,11927
2004,27,8,3,82,123,14143
2005,12,8,2,81,123,13490
2010,20,3,5,80,124,13892
2003,29,10,6,84,123,14882
2017,36,2,1,88,125,14626
2018,19,8,0,83,123,13808
2012,6,5,3,86,121,13238
2009,8,10,9,89,124,14189
2010,3,7,4,90,121,13137
2015,10,4,7,83,125,12631
2004,2,8,10,90,124,14245
2000,15,2,2,88,120,13366
2011,23,0,7,83,123,12573
2007,13,5,7,80,125,13790
2005,18,3,8,87,127,13201
2003,27,4,3,85,124,13562
2018,24,10,7,83,130,15190
2006,3,4,3,80,125,13288
2012,3,3,0,83,123,11957
2017,26,5,4,86,123,14450
2001,27,1,0,85,128,13566
2008,26,9,8,80,129,15716
2018,0,9,7,83,129,14335
2000,13,4,2,82,128,12441
2015,14,4,8,80,126,14100
2000,19,1,4,88,125,13373
2013,2,3,2,80,126,12292
2012,26,3,4,84,127,13895
2001,34,10,2,80,122,15177
2011,5,9,4,88,126,14273
2000,5,7,2,83,126,13661
2001,0,0,9,86,120,12308
2011,23,8,9,81,125,15472
2018,30,7,8,87,129,14531
2009,28,8,3,86,129,14924
2015,5,9,8,86,129,14626
2014,4,2,6,89,126,13142
2013,23,6,3,87,129,13546
2000,6,9,8,81,120,14505
2003,19,0,3,87,123,13121
2015,32,1,3,86,127,13540
2018,37,2,6,84,125,14448
2007,7,5,10,89,124,13247
2000,34,3,7,90,129,14146
2002,21,5,1,84,123,14142
2006,26,7,9,82,120,15410
2012,12,3,9,87,128,13004
2005,37,2,1,86,126,14401
2004,27,0,4,80,125,12656
2011,19,1,6,82,128,13011
2017,18,10,0,82,123,15187
2002,38,8,7,87,120,15254
2000,12,7,5,88,122,14437
2006,36,7,8,82,123,15925
2002,1,3,1,81,129,12692
2004,23,5,8,83,121,13476
2012,4,0,3,87,123,12551
2009,22,7,9,88,123,14956
2005,34,6,2,89,125,14647
2014,34,2,6,84,123,13898
2018,24,4,9,86,122,14732
2018,38,1,8,86,126,14453
2007,0,3,0,86,129,12547
2008,16,6,0,90,124,14219
2001,8,2,9,90,122,12951
2016,37,10,10,84,123,16953
2014,32,1,9,89,125,14217
2005,2,5,4,86,128,13188
2010,5,9,6,82,127,13588
2003,18,1,3,85,121,12742
2003,19,7,6,88,121,14210
2010,26,6,5,90,126,14082
2008,25,4,10,80,126,13532
2009,8,6,4,85,122,13548
2009,27,10,6,83,120,15498
2012,35,6,4,88,128,15637
2007,22,4,2,83,129,13971
2012,0,9,2,89,129,13959
2001,2,1,3,80,126,12127
2005,3,7,5,81,126,14027
2013,26,1,1,84,129,13479
2017,3,2,7,81,123,12747
2003,2,2,4,80,122,12493
2015,0,6,3,90,123,12847
2009,31,2,2,85,122,13297
2004,15,8,7,81,120,14609
2016,28,1,3,88,124,13100
2010,1,9,5,87,126,14092
2000,36,3,2,90,129,14702
2002,23,7,0,84,122,13500
2013,9,0,8,82,128,13090
2002,31,6,2,83,130,15263
2003,33,10,6,80,121,15927
2008,26,9,2,89,123,14924
2017,13,1,5,80,123,13283
2005,36,9,8,81,125,16358
2004,33,9,1,89,126,16040
2007,1,10,7,85,120,14604
2008,18,6,5,90,124,14069
2008,0,4,3,86,130,12537
2008,9,4,10,83,120,13311
2008,22,8,10,84,122,15442
2015,32,10,9,80,126,16586
2013,10,4,1,81,129,13467
2001,22,7,2,90,129,14357
2016,12,9,8,89,125,14995
2007,0,10,9,84,124,13694
2005,24,2,8,86,121,13696
2014,31,9,5,89,127,15879
2014,8,1,4,83,128,12814
2007,32,8,3,84,120,14536
2012,27,5,4,89,120,14746
2004,24,1,2,85,126,13210
2007,11,1,0,89,126,12205
2003,17,7,0,86,123,13425
2005,5,6,10,84,126,13500
2016,11,5,1,80,127,13462
2008,24,5,9,82,120,14230
2013,9,2,6,85,121,12362
2013,19,10,9,81,124,14664
2012,29,1,0,89,121,13624
2000,5,10,9,89,120,15037
2015,29,3,7,83,121,14619
2000,23,4,2,85,121,14217
2002,11,3,3,84,130,13491
2007,1,6,4,85,123,13607
2012,33,0,2,87,121,13581
2013,0,8,4,80,125,13402
2002,37,2,1,90,121,14378
2014,20,7,5,82,127,14905
2010,28,1,0,83,129,12797
2016,5,1,9,80,126,12198
2008,0,4,1,85,130,13314
2016,34,5,2,83,130,15371
2007,30,5,6,85,127,14687
2010,2,9,7,90,128,13735
2015,15,6,8,88,126,14102
2005,25,5,7,89,129,13889
2005,38,3,7,88,125,14751
2010,15,6,10,84,125,14656
2009,13,1,1,83,129,12713
2003,25,5,4,90,123,13701
2008,12,5,7,84,121,13120
2003,7,0,4,90,130,12445
2004,37,0,4,85,126,13884
2012,2,7,8,86,130,13228
2002,1,4,5,80,122,13181
2014,25,0,3,83,127,13424
2006,14,10,2,85,122,14537
2015,36,1,2,88,123,14704
2007,29,3,5,80,129,13374
2012,13,10,7,86,130,14822
2003,11,1,9,80,130,13368
2005,36,2,10,80,125,15228
2013,18,0,3,87,126,12754
2016,6,2,6,86,123,13050
2006,16,8,6,89,128,14703
2006,32,10,10,83,122,16205
2010,26,0,6,83,120,13206
2006,18,6,5,86,122,13902
2016,10,0,10,88,130,12401
2001,14,10,7,80,122,14989
2005,36,3,1,90,122,14638
2010,20,3,6,84,128,13607
2005,12,6,5,83,124,13731
2002,31,5,7,80,124,15253
2000,31,3,0,84,123,14492
2005,0,1,10,90,126,13136
2006,37,2,1,82,123,14369
2005,8,0,10,86,124,11852
2014,2,6,7,85,121,13424
2009,17,2,0,80,130,13427
2000,5,1,3,90,129,12389
2016,36,1,0,89,123,13858
2007,9,8,4,90,121,14399
2015,27,1,9,82,124,14300
2014,11,7,0,87,122,13707
2005,17,6,5,89,127,13887
2005,13,5,2,84,127,13813
2012,35,8,6,80,127,15867
2000,28,3,3,80,124,13262
2015,10,1,10,82,126,13174
2011,6,2,6,86,123,12521
2000,10,4,7,90,120,12941
2014,25,8,7,89,130,14831
2012,36,6,4,85,129,15086
2010,15,1,8,84,130,12289
2009,29,5,8,82,128,14459
2007,21,7,5,87,123,14428
2010,6,2,6,80,126,12755
2006,4,10,5,80,120,14417
2007,14,7,9,84,129,14527
2012,19,5,6,88,123,13716
2007,37,9,7,89,127,16712
2011,17,5,4,89,126,13524
2006,6,3,2,82,122,12727
2015,14,3,8,84,123,12762
2009,8,3,0,82,130,12121
2010,8,10,7,86,123,13948
2000,19,4,7,88,130,14166
2007,25,5,5,87,122,14506
2013,24,3,2,90,126,14192
2009,32,2,4,89,124,13887
2010,19,7,4,89,121,14024
2007,15,0,0,88,130,11693
2016,14,5,4,90,120,13500
2006,19,8,2,85,125,14247
2008,6,7,8,86,123,14029
2007,20,0,10,86,122,13159
2007,29,1,4,82,121,14142
2006,38,7,1,83,125,15649
2016,3,6,6,84,122,12777
2002,35,9,2,81,127,15335
2007,33,3,3,86,123,14599
2003,30,6,5,81,124,15295
2010,18,9,1,83,120,14215
2011,3,2,2,85,129,12142
2017,24,2,6,87,126,13059
2010,35,7,7,85,123,14939
2012,5,3,8,88,125,12949
2015,26,6,7,81,130,14689
2002,32,4,3,84,122,13674
2006,11,10,3,88,123,14101
2016,32,7,9,81,120,15533
2014,1,10,3,86,124,14214
2001,36,8,3,81,126,14995
2003,37,7,4,86,128,15849
2017,32,6,7,82,127,14639
2018,15,4,8,85,121,13403
2005,37,2,4,86,125,15049
2008,10,9,2,90,122,13429
2011,34,4,6,88,125,14074
2010,8,0,10,81,129,12888
2015,13,3,9,88,129,13954
2008,35,5,6,89,124,15488
2018,9,6,0,82,127,13567
2016,31,1,4,88,126,13266
2007,15,0,10,88,122,12778
2000,33,2,9,84,124,13898
2018,8,5,6,87,127,13142
2009,28,4,6,87,121,14439
2013,26,5,8,80,120,14583
2015,38,7,9,86,120,15829
2015,11,2,7,86,129,12421
2015,25,0,10,90,122,13156
2011,13,4,5,87,127,13295
2001,16,4,9,85,123,14184
2014,28,9,9,85,130,15593
2006,22,4,7,80,125,13297
2003,36,8,2,89,125,14989
2000,15,9,0,82,120,14335
2003,20,4,5,84,127,12967
2001,37,10,1,83,128,16325
2012,15,3,4,80,124,13713
2006,29,6,3,86,123,15153
2005,23,9,7,82,129,14830
2017,15,5,3,87,128,13532
2012,33,3,9,83,121,13890
2005,11,5,1,80,120,12738
2000,27,2,9,80,125,13542
2001,0,7,1,87,125,12634
2006,12,1,2,90,122,12953
2002,18,10,4,83,120,15048
2013,16,9,1,80,125,14517
2013,32,7,3,89,123,15653
2003,4,1,10,86,123,12044
2000,24,10,1,86,123,14398
2000,32,5,1,81,120,15007
2005,12,8,1,82,122,13691
2009,19,2,0,86,129,13055
2013,20,7,0,86,128,14676
2010,4,0,7,89,129,12910
2006,21,2,9,88,125,14098
2014,34,9,9,82,128,15921
2008,37,3,0,84,130,14079
2003,24,9,4,90,124,15503
2011,22,9,8,82,122,14934
2013,7,9,7,86,120,14072
2006,27,3,7,84,121,13927
2017,37,0,7,90,121,14097
2000,11,2,8,84,125,12868
2005,12,10,1,88,126,14054
2007,5,1,7,81,122,12540
2000,10,3,2,85,122,12470
2002,29,10,7,85,125,16203
2016,34,2,6,89,123,14563
2010,8,10,7,82,120,14793
2007,23,10,6,89,124,15646
2005,0,3,9,82,122,12676
2002,1,0,5,87,127,12050
2010,32,7,5,81,126,14581
2013,3,8,7,89,128,13929
2008,22,4,6,89,123,13921
2000,18,4,4,82,126,13404
2018,32,0,8,87,130,14382
2000,30,5,1,82,129,13768
2004,18,3,8,82,126,13921
2015,34,9,2,83,121,15920
2003,4,6,7,85,122,14052
2004,32,0,7,89,121,13844
2018,12,6,1,82,120,13947
2009,34,9,3,90,121,15597
2004,13,0,9,90,122,12001
2014,8,9,9,90,130,15042
2004,1,7,10,89,121,13106
2016,28,0,10,85,122,13853
2002,10,0,4,88,130,11779
2015,17,2,5,81,127,12561
2018,36,7,1,88,124,15796
2018,24,0,4,88,129,12959
2016,14,9,0,90,127,14321
2001,22,10,3,88,130,14424
2002,25,6,10,90,122,15083
2014,35,7,7,85,128,15113
2002,28,7,2,83,130,14237
2017,26,9,5,81,130,14614
2014,30,1,1,82,129,14148
2006,33,0,2,90,124,14086
2012,3,8,5,86,120,13512
2012,21,10,5,87,122,15224
2012,10,5,9,87,120,13295
2001,23,8,8,89,120,14754
2000,16,4,2,81,124,13562
2008,24,2,3,85,120,13072
2004,15,0,1,82,129,11818
2009,32,9,1,89,123,15335
2012,36,0,1,82,126,13921
2016,29,4,9,89,129,14375
2006,12,1,10,88,127,12615
2008,12,10,3,87,125,14536
2004,23,6,0,87,127,14474
2007,36,6,4,88,121,15032
2006,23,4,6,90,124,14110
2016,36,8,0,85,126,15570
2017,5,5,10,83,126,13722
2018,29,2,8,89,120,13495
2016,28,8,9,83,127,15359
2000,33,10,0,80,125,15508
2005,17,2,6,86,128,12466
2008,2,1,10,90,129,12326
2005,9,5,4,86,120,13094
2002,7,7,7,90,128,13398
2002,19,3,2,89,128,12579
2012,7,10,8,86,128,14255
2017,3,1,1,88,126,12044
2018,15,2,10,86,128,12631
2003,3,7,5,90,129,13574
2009,38,10,6,81,120,16023
2007,17,5,7,82,125,13110
2005,36,7,8,90,127,15730
2009,3,6,2,90,123,13334
2016,35,5,2,90,120,14807
2002,5,7,0,81,129,13074
2010,21,6,1,83,120,13615
2010,35,10,10,82,125,16618
2010,17,4,4,82,120,13368
2000,17,7,8,81,122,14409
2009,13,2,9,88,124,13061
2009,25,7,5,83,126,14942
2018,3,10,8,90,125,14806
2014,24,6,3,84,124,14077
2001,19,6,10,89,126,13968
2002,32,8,10,88,122,15396
2017,37,3,6,90,122,15039
2018,1,6,10,81,129,13093
2001,19,3,7,85,128,13182
2011,3,8,4,87,120,13840
2000,33,2,2,88,127,14467
2014,5,4,9,88,120,13440
2010,36,9,7,87,123,15974
2015,31,6,3,81,121,14436
2010,17,6,5,80,127,13363
2004,22,8,9,83,129,15406
2001,19,3,5,83,123,13422
2011,37,0,10,87,126,13852
2012,2,6,4,85,123,13905
2015,5,5,5,87,120,13449
2001,35,8,8,81,120,15878
2004,4,4,6,80,122,12680
2010,18,5,5,81,122,13560
2015,38,8,4,85,128,15582
2010,15,10,0,86,127,14285
2013,36,3,9,84,126,15196
2018,36,3,5,87,122,14006
2008,25,5,1,89,128,13347
2009,3,4,7,84,126,12647
2005,5,0,6,84,123,11544
2013,33,10,7,90,129,16625
2013,9,2,2,86,121,12923
2008,19,2,5,85,128,12660
2005,0,7,5,89,124,13362
2002,22,2,3,81,128,13695
2015,11,9,9,88,127,15005
2002,25,5,10,89,122,13733
2005,13,1,5,86,124,12376
2003,5,1,9,90,129,12830
2010,11,1,0,89,124,11704
2018,0,6,9,86,122,13262
2009,14,9,0,87,127,13641
2009,33,5,1,88,124,15192
2010,34,5,9,86,121,14396
2002,0,9,0,89,123,13020
2015,1,4,1,83,128,12465
2002,8,6,1,85,127,13895
2003,30,1,6,82,124,13055
2018,28,6,1,84,123,14146
2007,16,10,0,81,129,14179
2006,8,3,0,86,126,13111
2014,17,9,3,81,123,14793
2015,21,3,6,82,124,13280
2004,6,0,8,81,126,11795
2002,4,1,7,86,126,12031
2011,5,6,10,88,125,14049
2009,38,5,5,83,125,15818
2012,13,4,7,85,127,13516
2000,22,4,6,90,127,13908
2006,0,6,8,83,125,13154
2014,35,8,8,89,129,16285
2001,7,7,6,88,121,13546
2004,26,10,4,82,130,14849
2010,11,10,0,80,122,14051
2001,35,5,1,90,127,15225
2011,31,1,2,83,124,13105
2003,8,0,9,88,128,12329
2017,28,4,2,90,128,14585
2001,33,4,8,84,130,14047
2004,31,6,4,85,122,15086
2009,36,10,5,80,125,16442
2001,18,0,8,80,130,12302
2013,12,4,5,82,121,12700
2008,27,6,7,81,122,14680
2006,15,2,6,87,123,12852
2007,36,1,9,86,127,13892
2010,4,1,10,89,129,12757
2012,13,3,6,83,128,13255
2004,37,2,9,86,124,14154
2006,17,9,5,82,123,14354
2014,25,1,4,90,129,13973
2011,27,0,7,83,130,13766
2004,20,5,4,80,128,13369
2017,33,5,1,90,122,15105
2013,14,2,0,84,120,12256
2015,37,2,0,88,124,14399
2003,36,10,4,82,120,16470
2015,23,3,3,80,126,14138
2016,0,6,0,82,120,13275
2009,29,6,0,86,127,13906
2001,11,0,5,85,126,12204
2013,16,1,10,82,126,12924
2009,23,7,7,89,124,14299
2018,21,3,8,87,127,13689
2009,33,1,10,84,129,13818
2010,19,2,1,85,123,12442
2010,11,6,7,85,130,13985
2008,0,3,8,80,122,13009
2016,17,7,1,81,130,14562
2004,38,7,7,89,125,15717
2012,21,6,7,82,128,14721
2014,13,1,2,86,121,13011
2006,16,4,2,82,129,13247
2018,18,7,5,81,128,14310
2016,10,1,5,82,125,12168
2008,2,10,6,84,126,14608
2004,9,8,0,81,123,13898
2008,14,3,5,85,125,13097
2009,7,3,3,80,120,13306
2013,16,10,6,85,122,15372
2010,0,5,7,89,124,12811
2010,22,6,10,85,130,14570
2001,2,9,2,87,129,13304
2007,21,10,4,85,130,14554
2013,16,9,2,90,129,14261
2004,27,9,6,82,122,15512
2018,27,5,10,81,128,14199
2011,23,1,0,89,122,12826
2012,3,9,4,82,123,14054
2015,30,3,5,87,130,14162
2014,5,7,9,88,126,13350
2004,5,10,1,88,124,14422
2005,25,10,6,85,130,15026
2007,7,1,4,82,129,12872
2004,17,10,5,86,127,15109
2005,13,4,10,81,127,13359
2004,2,9,3,88,124,14354
2006,11,8,6,80,122,14273
2003,3,1,2,83,124,12365
2012,5,10,3,84,125,14044
2000,35,7,5,88,129,14963
2003,7,9,1,82,126,14240
2003,22,2,7,90,126,13303
2013,19,0,6,86,120,12921
2008,32,9,3,84,124,14780
2010,8,0,9,82,128,12460
2013,32,8,7,83,124,15917
2008,23,3,1,81,129,13646
2004,2,3,6,80,125,12568
2001,32,8,7,83,120,14827
2000,8,3,3,90,120,12210
2000,33,6,3,87,127,15344
2009,16,3,0,88,121,13571
2016,33,9,4,89,120,15964
2005,20,8,5,84,128,13957
2002,26,0,1,84,123,12560
2005,8,2,9,81,126,13074
2018,14,3,2,84,124,12608
2017,12,2,1,89,124,13293
2009,38,2,2,84,128,15069
2002,28,5,4,85,124,14771
2002,0,1,6,81,130,11891
2004,27,9,9,86,123,15184
2007,6,6,1,86,120,12814
2010,10,6,7,82,128,13290
2017,37,8,5,88,120,15771
2002,18,6,6,89,124,14084
2015,34,3,0,83,123,13929
2006,16,9,1,87,122,14122
2008,2,3,1,80,128,12103
2011,13,3,0,80,129,12436
2015,11,9,2,84,126,14252
2005,22,10,1,80,127,14791
2006,4,4,2,82,124,12259
2013,36,5,0,90,130,14585
